company_name,founded_year,company_hq_location,sector,company_description,founders,investor,amount_usd,funding_round,funding_month,funding_year
KreditBee,2018.0,Bengaluru,Fintech,KreditBee is an Instant Personal Loan Platform for Young Professionals.,Madhusudan Ekambaram,"Premji Invest, Mirae Asset Naver Asia Growth Fund, Alpine Capital",75000000.0,Series C,2,2021
Pencil,2019.0,Mumbai,Content Publishing,Pencil is a content publishing platform that enables writers to publish their work for free.,"Malini Nair, Preeti Chib, Swarup Nanda","Inflection Point Ventures, SucSEED Venture Partners",1000000.0,Pre-Series A,2,2021
Aisle,2014.0,Bengaluru,Dating,Aisle connects the new generation of single independent Indians from around the world looking for meaningful relationships.,Able Joseph,"Anas Rahman Junaid, Vinod Jose",undisclosed,Pre-Series A,2,2021
Marquee Equity,2016.0,Mumbai,Fintech,The World's #1 Fundraising Service - Investor Meetings + Deal Documents - Globally,Ash Narain,"Capital One, Arrowroot Capital",3800000.0,Unknown,2,2021
UptimeAI,2016.0,Bengaluru,Ai,"Enable true digital transformation with AI driven insights, to enable manufacturers stay ten steps ahead of process inefficiencies and equipment failures","Jagadish Gattu, Vamsi Yalamanchili",YourNest Venture Capital,1500000.0,Seed,2,2021
WizKlub,2018.0,Bengaluru,Edtech,Wizklub uses a unique method of developing and nurturing Higher Order Thinking Skills in children,Amit Bansal,Incubate Fund India,800000.0,Pre-Series A,2,2021
Zolve,2020.0,Bengaluru,Fintech,Zolve Innovations operates as a neo-banking startup.,Raghunandan G,"Kunal Shah, Greg Kidd",15000000.0,Seed,2,2021
MediBuddy,2000.0,Bengaluru,Edtech,"MediBuddy is a digital healthcare platform for inpatient hospitalization, outpatient services, and corporate wellness benefits.",Satish Kannan,"InnoVen Capital, TEAMFund",3000000.0,Debt,2,2021
Pariksha,2015.0,Pune,Edtech,"Pariksha - The Sucess App, India's largest vernacular test preparation company for the mobile 1st internet users of India.","Deepak Choudhary, Karanvir Singh Shekhawat, Utkarsh Bagri, Vikram Shekhawat","Venture Catalysts, 9Unicorns Accelerator Fund",2000000.0,Pre-Series A,2,2021
Express Stores,2019.0,Gurugram,E-Commerce,Express Stores is a retail and omnichannel startup company,"Apoorv Jain, Kartik Gupta","Venture Highway, Rohit Bansal",1000000.0,Seed,2,2021
Avataar Ventures,2019.0,Bengaluru,Fintech,Avataar Venture Partners is a growth Capital Investment Firm.,Mohan Kumar,,100000000.0,Unknown,2,2021
Zingbus,2019.0,Haryana,Transportation,Zingbus is an emerging brand in the intercity bus services.,Mratunjay Beniwal,"Venture Catalysts, 9Unicorns Accelerator Fund",undisclosed,Pre-Series A,2,2021
Phable,2017.0,Bengaluru,Healthtech,Mobile App for Patients and Doctors,"Mukesh Bansal, Prasanth Reddy, Sumit Sinha","Fresco Capital, Social Starts",12000000.0,Series A,2,2021
Codingal,2020.0,Bengaluru,Edtech,Coding education platform for K-12 students,"Satyam Baranwal, Vivek Prakash","Y Combinator, Rebright Partners",undisclosed,Unknown,2,2021
Supply6,2018.0,Bengaluru,Healthcare,Supply6 is a food supplement brand that claims to provide nutritional supplements in drinkable forms such as smoothies.,"Rahul Jacob, Vaibhav Bhandari","Rohit Goutamchand, India CXO Fund",100000.0,Seed,2,2021
Swajal,2015.0,Gurugram,Water Purification,Swajal uses clean solar energy to purify drinking water at an affordable rate.,"Advait Kumar, Vibha Tripathi","Rajasthan Venture Capital Fund, ACPL Exports",1600000.0,Pre-Series A,2,2021
BharatPe,2018.0,New Delhi,Fintech,BharatPe develops a QR code-based payment app for offline retailers and businesses.,"Ashneer Grover, Shashvat Nakrani","Amplo, Insight Partners",100000000.0,Series D,2,2021
Filo,2020.0,New Delhi,Edtech,Instant learning platform for students while self study.,"Imbesat Ahmad, Shadman Anwer",Better Capital,260000.0,Pre-Seed,2,2021
Method & Madness,2020.0,Mumbai,Real Estate,Method & Madness Technology operates as a real-estate tech company.,Aditya Jhaveri,Justin Mateen,2000000.0,Seed,2,2021
EduFund,2020.0,Gujarat,Fintech,Changing the way Indians evaluate and plan higher education,"Arindam Sengupta, Eela Dubey",View Trade Holding Corp,300000.0,Pre-Seed,2,2021
Pepperfry,2011.0,Mumbai,E-Commerce,Pepperfry is an online home and lifestyle shopping store selling products with cash on delivery facilities.,"Ambareesh Murty, Ashish Shah","InnoVen Capital, Bertelsmann India Investments",30000000.0,Debt,2,2021
Zingavita,2020.0,Chandigarh,Healthtech,"Explore a range of kids nutrition supplements formulated using highest quality ingredients, that are Deliciously Healthy and super fun to consume.","Rohit Anand, Sachin Goel",Anicut Angel Fund,400000.0,Unknown,2,2021
Hypd Store,2020.0,New Delhi,Content Commerce,"A shop worthy content platform, personalized!","Ashwarya Garg, Akshay Bhatnagar",ScoopWhoop,undisclosed,Pre-Seed,2,2021
VerSe Innovation,2007.0,Bengaluru,Innovation Management,Owner of Dailyhunt App and I-Pay,Virendra Gupta,"Canaan Valley Capital, Glade Brook Capital Partners",1000000000.0,Series H,2,2021
Supersourcing,2020.0,Indore,Software,Build your next app or website with our exclusive network of certified IT companies.,"Mayank Pratap Singh, Aditi Chaurasia","Vijay Shekhar Sharma, Dr Ritesh Malik",200000.0,Seed,2,2021
AutomataPi,2017.0,Mumbai,Automation,AutomataPi is a next generation cognitive business process automation engine.,"Devesh Rao, Manjeet Khopkar, Rahul Hattangdi",Indian Angel Network,400000.0,Seed,2,2021
Newton School,2019.0,Bengaluru,Edtech,Newton School is a platform to learn and develop skills that you need for your best Tech career.,"Nishant Chandra, Siddharth Maheshwari","RTP Global, Harshil Mathur",5000000.0,Series A,2,2021
TenderCuts,2011.0,Chennai,Food & Beverages,"TenderCuts is an online meat shop that delivers antibiotic-free, hygienic, and farm fresh chicken, free range goat, and seafood.",Nishanth Chandran,"Paragon Partners, NABVENTURES",15000000.0,Unknown,2,2021
Siply,2020.0,Bengaluru,Fintech,Siply Services operates as a micro-savings platform.,"Sousthav Chakrabarty, Anil Bhat",Inflection Point Ventures,1000000.0,Seed,2,2021
SarvaGram,2019.0,Mumbai,Fintech,SarvaGram provides livelihood upgradation for aspiring households based in rural and semi-urban India.,"Utpal Isser, Sameer Mishra",Elevation Capital,10000000.0,Series B,2,2021
Unlu,2020.0,Gurugram,Celebrity Engagement,Personalised Video Shoutout from top celebrities,"Akshay Pruthi, Anurag Dalia, Himanshu Periwal, Vipul Agrawal",EXPERT DOJO,1000000.0,Seed,2,2021
GlobalFair,2020.0,Gurugram,Trading Platform,One-stop solution for all your procurement needs,"Ashish Chandra, Shaily Garg","Saama Capital, India Quotient",2000000.0,Seed,2,2021
Eduvanz,2016.0,Mumbai,Fintech,"Eduvanz is new, innovative finance company, which is completely revolutionizing the student loan market.","Atul Sashittal, Raheel Shah, Varun Chopra","InCred Financial Services, Vivriti Capital, Northern Arc Capital",10000000.0,Debt,2,2021
OwO,2020.0,Gurugram,E-Commerce,"Shop packaged drinking water, beverages from your favorite brands i.e. Kinley, Bisleri, Aquafina, Coca-cola, Pepsi etc",Hardev Sahu,ah! Ventures,200000.0,Unknown,2,2021
Progcap,2017.0,New Delhi,Fintech,Progcap is a financial service company that provides financial opportunities for micro and small businesses in the last mile.,"Pallavi Shrivastava, Himanshu Chandra","Somak Ghosh, M V Nair",1000000.0,Debt,2,2021
ABL Workspaces,2017.0,New Delhi,Hospitality,ABL Workspaces is a co-working space where professionals from all walks of life come to work under one roof.,"Ankur Gupta, Akshita Gupta",Wurk,600000.0,Pre-Series A,2,2021
Nazara Technologies,2000.0,Mumbai,Gaming,"Nazara Technologies develops mobile content such as games, themes, wallpapers, and multimedia.",Nitish Mittersain,"Plutus Wealth Management, Turtle Entertainment",10000000.0,Unknown,2,2021
Scentials,2018.0,Mumbai,Personal Care,Scentials is building a unique beauty brands studio platform,"Mahesh Bhupathi, Jinesh Mehta","Ambiga Subramanian, Goutham Ekollu",6000000.0,Unknown,2,2021
SplashLearn,2018.0,Gurugram,Edtech,SplashLearn is an EdTech startup company providing game-based math and reading courses to students in pre-kindergarten to grade five.,"Arpit Jain, Joy Deep Nath, Mayank Jain, Umang Jain","Accel, Owl Ventures",18000000.0,Series C,2,2021
Maya,2016.0,Bengaluru,Healthtech,Maya enables women to keep track of their health via a mobile application.,John Paul,Rajan Anadan,2200000.0,Seed,2,2021
GoTo,2020.0,Ghaziabad,Transportation,Real Time Intercity City Transit Platform For 1.25 Bn People In India,"Akhilesh Sagar, Harsh Vardhan Sharma",Jesse Lucas,150000.0,Unknown,2,2021
MediBuddy,2000.0,Bengaluru,Healthtech,MediBuddy is a Trusted Digital Platform for Cashless Healthcare. MediBuddy connects patients with doctors and hospitals.,"atish Kannan, Enbasekar","IDFC Private Equity, Bessemer Venture Partners",40000000.0,Series B,2,2021
Zetwerk,2018.0,Bengaluru,E-Commerce,Zetwerk is an online marketplace that connects buyers and suppliers for manufacturing jobs.,"Amrit Acharya, Rahul Sharma, Srinath Ramakkrushnan, Vishal Chaudhary","Sequoia Capital India, Accel",120000000.0,Series D,2,2021
Remedico,2017.0,Hyderabad,Healthcare,Remedico is a Mobile healthcare,Ranjit Bhatia,"Venture Catalysts, Tahseen Consulting",500000.0,Unknown,2,2021
PrepBytes,2019.0,Gurugram,Edtech,PrepBytes helps college students to learn coding by personalizing their content along with the guidance of expert mentors from industry,"Aditya Bhushan Verma, Mamta Kumari",Equanimity Ventures,undisclosed,Unknown,2,2021
SATYA MicroCapital,2017.0,New Delhi,Fintech,Satya MicroCapital is a micro finance company based on a group lending model that allows borrowers to share liability.,Vivek Tiwari,"BlueOrchard Finance S A, Gojo & Company",20000000.0,Unknown,2,2021
YourPhysio,2020.0,Nagpur,Healthtech,YourPhysio is a healthcare company on a mission to deliver 10x better patient experience in the domain of physiotherapy.,"Dr Sheetal Mundhada, Ashutosh Mundhada","Better Capital, Titan Capital",350000.0,Pre-Seed,2,2021
Aviom Housing Finance,2016.0,New Delhi,Fintech,AVIOM India is an Affordable Housing Finance company facilitating families in mostly semi urban areas in realising their dream of owning their first home.,Kajal Ilmi,Gojo & Company,1000000.0,Debt,2,2021
Hemp Horizons,2017.0,Noida,Cannabis,Cannabis and Hemp company,Rohit Shah,Mumbai Angels,200000.0,Seed,2,2021
MPL,2018.0,Bengaluru,Gaming,Mobile Premier League is a skill-based eSports platform used to offer cash prizes while playing games.,"Sai Srinivas Kiran G, Shubham Malhotra","Pegasus Tech Ventures, Base Partners",95000000.0,Unknown,2,2021
Koo,2020.0,Bengaluru,Blogging,Koo App operates as a microblogging app.,"Mayank Bidawatka, Aprameya Radhakrishna","3one4 Capital, Accel",4100000.0,Series A,2,2021
InnerHour,2016.0,Mumbai,Healthcare,InnerHour is mental health and wellness platform that provides therapy and diagnostics services and conducts online mental health workshops.,Amit Malik,"Hitesh Oberoi, Lightbox",5200000.0,Series A,2,2021
Origo,2010.0,Gurugram,Agritech,"Origo Commodities, a complete post-harvest management financial solution for agricultural commodities.","Sunoor Kaul, Mayank Dhanuka",YES Bank,10000000.0,Debt,2,2021
ExMyB,2018.0,Gurugram,Consulting,ExMyB provides financial service and consulting services.,Nishant Behl,Campus Fund,undisclosed,Seed,2,2021
Elucidata,2015.0,New Delhi,Biotechnology,Elucidata Corporation uses data analytics to transform decision-making processes in R&D labs in biotechnology and pharmaceutical companies.,"Abhishek Jha, Richard Kibbey, Swetabh Pathak",Hyperplane Venture Capital,5000000.0,Pre-Series A,1,2021
Saveo,2019.0,Bengaluru,Healthtech,Saveo operates a business-to-business e-commerce platform focused on pharmacies.,"Amit Kumar, Anurag Savarnya, Shivansh Shrivastava, Vivek Jaiswal","Matrix Partners India, RTP Global",4000000.0,Seed,1,2021
Qin1,2019.0,Noida,Edtech,Re-imagining Kids of 21st Century!,Ishan Gupta,Venture Catalysts,undisclosed,Pre-Series A,1,2021
DotPe,2019.0,Gurugram,Fintech,"DotPe is an innovative offline technology platform digitising merchant's customer engagement with mobile discovery, ordering and payments.","Anurag Gupta, Gyanesh Sharma, Shailaz Nag","Info Edge, Ruizheng Investment",8000000.0,Seed,1,2021
Taskmo,2018.0,Bengaluru,B2B Marketplace,Gig Economy Platform | Task Fulfillment Platform | New-age fulfillment solutions,"Prashant Janadari, Naveen Ramchandra",Quess Corp India,1400000.0,Unknown,1,2021
MasterMentors,2019.0,West Bengal,Edtech,India's first online platform for mentors enabling them to translate their expertise into a profitable online course,"Suraj Juneja, Vijay Rachh, and Aaquib Hussain",,1500000.0,Unknown,1,2021
KIKO TV,2020.0,Mumbai,E-Commerce,KIKO TV is an AI-based short live video e-commerce platform.,Shivam Varshney,"Sunil Kumar Singhvi, 9Unicorns Accelerator Fund",undisclosed,Pre-Series A,1,2021
Quali55Care,2018.0,Mumbai,Healthcare,Deliver highly durable & affordable medical equipments on rental and sale.,Harddik K Patel,India Accelerator’s Angel Investor Network,undisclosed,Seed,1,2021
Ruptok,2020.0,New Delhi,Fintech,Ruptok operates as a fintech platform for gold loans,"Ankur Gupta, Akshita Gupta, Yashwardhan Aeren",Wurk,10000000.0,Unknown,1,2021
RevFin,2018.0,New Delhi,Fintech,RevFin is a digital lending company.,Sameer Aggarwal,Shell Foundation,undisclosed,Unknown,1,2021
SeeVC,2020.0,New Delhi,Tech,Leverages artificial intelligence (AI) to build products for the education sector,"Shivam Sood, Lark Aakarshan",Jimmy Singh,1000000.0,Seed,1,2021
Junio,2020.0,New Delhi,Edtech,Junio is a kids-focused digital pocket money-smart card.,Shankar Nath,"Kunal Shah, Deepak Abbot",1000000.0,Unknown,1,2021
VenWiz,2020.0,Bengaluru,B2B Service,Digitising the interactions between core industry and vendors for engineering services,"Rajesh Reddy, Sandesh Paturi","Accel, Nexus Venture",300000.0,Seed,1,2021
Vista Rooms,2015.0,Mumbai,Hospitality,"Vista Rooms is a South Asia's largest luxury holiday home rental management company. We are on a mission to build the ""Marriott for Homes""","Amit Damani, Ankita Sheth, Pranav Maheshwari","Singapore Angel Network, Artha India Ventures",1000000.0,Unknown,1,2021
Makers Hive,2018.0,Hyderabad,Tech,"Makers Hive has made it possible to bring the people with amputations together by developing a fully functional, customizable",Pranav Vempati,"Starfish Growth Partners, Investpad",9000000.0,Unknown,1,2021
Headfone,2017.0,Bengaluru,Social Audio,Headfone helps create and share the audio content with listeners.,"Pratham Khandelwal, Yogesh Sharma",Hashed,3000000.0,Seed,1,2021
Zouk,2016.0,Mumbai,Fashion & Lifestyle,100% Vegan bags from India.,Disha Singh,Titan Capital,undisclosed,Seed,1,2021
MPL,2018.0,Bengaluru,Gaming,Mobile Premier League is a skill-based eSports platform used to offer cash prizes while playing games.,"Sai Srinivas Kiran G, Shubham Malhotra","Pegasus Tech Ventures, Base Partners",5000000.0,Unknown,1,2021
GrowFix,2020.0,Bengaluru,Fintech,Building high-yield Debt assets for retail investors,"Ajinkya Kulkarni, Abhik Patel","Zerodha's Rainmatter Capital, Better Capital",2000000.0,Seed,1,2021
Bombay Shaving Company,2016.0,New Delhi,Fashion & Lifestyle,"Bombay Shaving Company is a consumer goods company that focuses on developing a range of shave care, beard care, and skincare products.","Deepu Panicker, Raunak Munot, Rohit Jaiswal, Shantanu Deshpande","Sixth Sense Ventures, Colgate Palmolive",6000000.0,Unknown,1,2021
Dunzo,2015.0,Bengaluru,Delivery Service,Dunzo is a hyper-local delivery app that connects users to the nearest delivery partner.,"Ankur Aggarwal, Dalvir Suri, Kabeer Biswas, Mukund Jha","Lightbox, Evolvence India Fund",40000000.0,Series E,1,2021
BeyondSkool,2020.0,Mumbai,Edtech,BeyondSkool is a live upskilling platform for kids,Payal Gaba,Tomorrow Capital,2000000.0,Seed,1,2021
Mindler,2015.0,New Delhi,Edtech,Mindler is a career counseling company that provides career development guidance counseling services for students.,Prateek Bhargava,"Inflection Point Ventures, DLabs",1000000.0,Pre-Series A,1,2021
Fashinza,2020.0,Gurugram,B2B Manufacturing,Fashinza is a B2B manufacturing marketplace that solves apparel/fashion supply chain challenges.,"Abhishek Sharma, Pawan Gupta","Accel Partners, Elevation Capital",2600000.0,Seed,1,2021
